"agency_type","address_city","problem","problem_count","month_response","year_response"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L1)","569","5","2010"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L3)","123","5","2010"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L4)","303","5","2010"
"Fire","SAN DIEGO","Smoke Check","39","5","2010"
"Fire","SAN DIEGO","Traffic Accident (L1)","589","5","2010"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L3)","70","5","2010"
"Fire","SAN DIEGO","Tree","1","5","2010"
"Fire","SAN DIEGO","Unattended Food lock out/in","2","5","2010"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L1)","60","5","2010"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L2)","1","5","2010"
"Fire","SAN DIEGO","AID - COPTR","1","5","2010"
"Fire","SAN DIEGO","AID - MEDIC","4","5","2010"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L3)","18","5","2010"
"Fire","SAN DIEGO","Assault/Rape (L3)","24","5","2010"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L3)","12","5","2010"
"Fire","SAN DIEGO","Burns / Explosion (L3)","1","5","2010"
"Fire","SAN DIEGO","C O / Inhalation/ Haz Mat (L1)","1","5","2010"
"Fire","SAN DIEGO","Chest Pain (L1)","680","5","2010"
"Fire","SAN DIEGO","Choking (L4)","1","5","2010"
"Fire","SAN DIEGO","EDT/XRAY","18","5","2010"
"Fire","SAN DIEGO","Extinguished Fire","15","5","2010"
"Fire","SAN DIEGO","Eye Problems / Injuries (L4)","1","5","2010"
"Fire","SAN DIEGO","Headache (L4)","7","5","2010"
"Fire","SAN DIEGO","Heart Problems (L3)","3","5","2010"
"Fire","SAN DIEGO","Natural Gas Leak Lg Diam/Fire","10","5","2010"
"Fire","SAN DIEGO","Odor of Smoke","13","5","2010"
"Fire","SAN DIEGO","POISON CONTROL","3","5","2010"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L1)","68","5","2010"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L3)","8","5","2010"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L4)","83","5","2010"
"Fire","SAN DIEGO","Special Service","17","5","2010"
"Fire","SAN DIEGO","Stabbing/Gunshot (L1)","36","5","2010"
"Fire","SAN DIEGO","Still alarm","32","5","2010"
"Fire","SAN DIEGO","Structure Residential","35","5","2010"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L2)","2","5","2010"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L1)","941","5","2010"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L3)","3","5","2010"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L4)","3","5","2010"
"Fire","SAN DIEGO","Vehicle Fire","40","5","2010"
"Fire","SAN DIEGO","Wires down","1","5","2010"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L3)","199","5","2010"
"Fire","SAN DIEGO","Alert 2 - Brown/Mont","4","5","2010"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L4)","4","5","2010"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L3)","3","5","2010"
"Fire","SAN DIEGO","Assault/Rape (L1)","251","5","2010"
"Fire","SAN DIEGO","Assist PD","6","5","2010"
"Fire","SAN DIEGO","Breathing Problems (L1)","790","5","2010"
"Fire","SAN DIEGO","Choking (L3)","13","5","2010"
"Fire","SAN DIEGO","Convulsions / Seizures (L1)","429","5","2010"
"Fire","SAN DIEGO","Diabetic Problems (L3)","26","5","2010"
"Fire","SAN DIEGO","Drowning/Diving Accident (L1)","6","5","2010"
"Fire","SAN DIEGO","Electrical Short","11","5","2010"
"Fire","SAN DIEGO","Eye Problems / Injuries (L3)","6","5","2010"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L1)","695","5","2010"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L4)","97","5","2010"
"Fire","SAN DIEGO","Floatopia","3","5","2010"
"Fire","SAN DIEGO","Fuel Spill 1st Alarm","2","5","2010"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L3)","39","5","2010"
"Fire","SAN DIEGO","Illegal Burn","39","5","2010"
"Fire","SAN DIEGO","Knocked Off Hydrant","10","5","2010"
"Fire","SAN DIEGO","Lock in/out","51","5","2010"
"Fire","SAN DIEGO","Medical Alert Alarm","68","5","2010"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L3)","8","5","2010"
"Fire","SAN DIEGO","Odor of Chemical","2","5","2010"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L1)","40","5","2010"
"Fire","SAN DIEGO","Rubbish Fire","73","5","2010"
"Fire","SAN DIEGO","Safe Surrender","1","5","2010"
"Fire","SAN DIEGO","Shed/Outbuilding","1","5","2010"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L2)","2","5","2010"
"Fire","SAN DIEGO","Special Response Team","5","5","2010"
"Fire","SAN DIEGO","Structure Fire - Comm / Apt","62","5","2010"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L1)","205","5","2010"
"Fire","SAN DIEGO","Vegetation Special Resp Area","12","5","2010"
"Fire","SAN DIEGO","Vehicle vs Structure","10","5","2010"
"Fire","SAN DIEGO","Water Flow Alarm","1","5","2010"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L1)","71","6","2010"
"Fire","SAN DIEGO","AID - ENGINE","1","6","2010"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L3)","14","6","2010"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L1)","7","6","2010"
"Fire","SAN DIEGO","Assist PD - Ladder Bldg","6","6","2010"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L4)","68","6","2010"
"Fire","SAN DIEGO","Burns / Explosion (L1)","9","6","2010"
"Fire","SAN DIEGO","Cardiac / Respiratory Arrest","133","6","2010"
"Fire","SAN DIEGO","Chest Pain (L1)","662","6","2010"
"Fire","SAN DIEGO","Chest Pain (L3)","16","6","2010"
"Fire","SAN DIEGO","Cliff Rescue","1","6","2010"
"Fire","SAN DIEGO","Diabetic Problems (L1)","175","6","2010"
"Fire","SAN DIEGO","EDT/XRAY","22","6","2010"
"Fire","SAN DIEGO","Extinguished Fire","8","6","2010"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L3)","115","6","2010"
"Fire","SAN DIEGO","Fuel Spill","26","6","2010"
"Fire","SAN DIEGO","HazMat","1","6","2010"
"Fire","SAN DIEGO","HazMat Single  Engine","31","6","2010"
"Fire","SAN DIEGO","Headache (L3)","8","6","2010"
"Fire","SAN DIEGO","Headache (L4)","13","6","2010"
"Fire","SAN DIEGO","Heart Problems (L1)","157","6","2010"
"Fire","SAN DIEGO","Miscellaneous Rescue","6","6","2010"
"Fire","SAN DIEGO","Odor of Smoke","17","6","2010"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L1)","69","6","2010"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L3)","7","6","2010"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L4)","66","6","2010"
"Fire","SAN DIEGO","Ringing Alarm","354","6","2010"
"Fire","SAN DIEGO","Special Service","19","6","2010"
"Fire","SAN DIEGO","Still alarm","23","6","2010"
"Fire","SAN DIEGO","Structure Residential","36","6","2010"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L4)","5","6","2010"
"Fire","SAN DIEGO","Vegetation No Special Response","27","6","2010"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L4)","1","6","2010"
"Fire","SAN DIEGO","Alert 2 - Brown/Mont","1","6","2010"
"Fire","SAN DIEGO","Alert 2 Lindbergh","3","6","2010"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L3)","4","6","2010"
"Fire","SAN DIEGO","Assault/Rape (L4)","2","6","2010"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L1)","12","6","2010"
"Fire","SAN DIEGO","Burns / Explosion (L4)","1","6","2010"
"Fire","SAN DIEGO","Choking (L1)","21","6","2010"
"Fire","SAN DIEGO","CSA Medical Aid","1","6","2010"
"Fire","SAN DIEGO","Electrical Short","12","6","2010"
"Fire","SAN DIEGO","Electrocution (L1)","1","6","2010"
"Fire","SAN DIEGO","Elevator Rescue","49","6","2010"
"Fire","SAN DIEGO","Eye Problems / Injuries (L1)","5","6","2010"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L4)","96","6","2010"
"Fire","SAN DIEGO","Heat / Cold Exposure (L1)","2","6","2010"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L1)","254","6","2010"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L4)","2","6","2010"
"Fire","SAN DIEGO","Investigate","3","6","2010"
"Fire","SAN DIEGO","Medical Aid","78","6","2010"
"Fire","SAN DIEGO","Noxious Odor","10","6","2010"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L1)","155","6","2010"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L4)","5","6","2010"
"Fire","SAN DIEGO","Psych / Suicide Attempt (PD)","5","6","2010"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L4)","300","6","2010"
"Fire","SAN DIEGO","Smoke Check","44","6","2010"
"Fire","SAN DIEGO","Special Response Team","1","6","2010"
"Fire","SAN DIEGO","Stroke (Cva) (L1)","231","6","2010"
"Fire","SAN DIEGO","Structure Highrise/Hospital","18","6","2010"
"Fire","SAN DIEGO","Traffic Accident (L1)","602","6","2010"
"Fire","SAN DIEGO","Transformer","5","6","2010"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L3)","83","6","2010"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L2)","2","6","2010"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L3)","20","6","2010"
"Fire","SAN DIEGO","Vehicle Fire Freeway","31","6","2010"
"Fire","SAN DIEGO","Water Flow Alarm","4","6","2010"
"Fire","SAN DIEGO","Water Removal/Flooding","8","6","2010"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L3)","205","6","2010"
"Fire","SAN DIEGO","AID - MEDIC","2","6","2010"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L4)","3","6","2010"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L4)","3","6","2010"
"Fire","SAN DIEGO","Assault/Rape (L1)","222","6","2010"
"Fire","SAN DIEGO","Breathing Problems (L1)","794","6","2010"
"Fire","SAN DIEGO","Breathing Problems (L3)","1","6","2010"
"Fire","SAN DIEGO","C O / Inhalation/ Haz Mat (L1)","1","6","2010"
"Fire","SAN DIEGO","Choking (L3)","11","6","2010"
"Fire","SAN DIEGO","Diabetic Problems (L3)","33","6","2010"
"Fire","SAN DIEGO","Drowning/Diving Accident (L1)","19","6","2010"
"Fire","SAN DIEGO","Eye Problems / Injuries (L3)","5","6","2010"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L1)","661","6","2010"
"Fire","SAN DIEGO","Heart Problems (L3)","4","6","2010"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L3)","28","6","2010"
"Fire","SAN DIEGO","Illegal Burn","36","6","2010"
"Fire","SAN DIEGO","Medical Alert Alarm","74","6","2010"
"Fire","SAN DIEGO","Natural Gas Leak Lg Diam/Fire","2","6","2010"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L3)","4","6","2010"
"Fire","SAN DIEGO","Oven Fire","9","6","2010"
"Fire","SAN DIEGO","POISON CONTROL","4","6","2010"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L1)","61","6","2010"
"Fire","SAN DIEGO","Ringing Alarm Highrise","143","6","2010"
"Fire","SAN DIEGO","ROCKNROLL","79","6","2010"
"Fire","SAN DIEGO","Rubbish Fire","67","6","2010"
"Fire","SAN DIEGO","Stabbing/Gunshot (L1)","35","6","2010"
"Fire","SAN DIEGO","Structure Fire - Comm / Apt","38","6","2010"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L1)","238","6","2010"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L4)","34","6","2010"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L1)","828","6","2010"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L1)","196","6","2010"
"Fire","SAN DIEGO","Vegetation Special Resp Area","11","6","2010"
"Fire","SAN DIEGO","Vehicle Rescue","32","6","2010"
"Fire","SAN DIEGO","Vehicle vs Structure","10","6","2010"
"Fire","SAN DIEGO","Wires down","4","6","2010"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L1)","94","6","2010"
"Fire","SAN DIEGO","Assault/Rape (L3)","18","6","2010"
"Fire","SAN DIEGO","Assist PD","3","6","2010"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L3)","14","6","2010"
"Fire","SAN DIEGO","Carbon Monoxide Alarm","18","6","2010"
"Fire","SAN DIEGO","Convulsions / Seizures (L1)","380","6","2010"
"Fire","SAN DIEGO","Headache (L1)","39","6","2010"
"Fire","SAN DIEGO","Heat / Cold Exposure (L3)","1","6","2010"
"Fire","SAN DIEGO","Knocked Off Hydrant","3","6","2010"
"Fire","SAN DIEGO","Lift Assist","2","6","2010"
"Fire","SAN DIEGO","Lock in/out","44","6","2010"
"Fire","SAN DIEGO","Natural Gas Leak/Odor","39","6","2010"
"Fire","SAN DIEGO","Odor of Chemical","4","6","2010"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L3)","12","6","2010"
"Fire","SAN DIEGO","Shed/Outbuilding","3","6","2010"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L1)","567","6","2010"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L3)","116","6","2010"
"Fire","SAN DIEGO","Tree","2","6","2010"
"Fire","SAN DIEGO","Vehicle Fire","43","6","2010"
"Fire","SAN DIEGO","Vehicle Fire 1st Alarm","2","6","2010"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L2)","1","7","2010"
"Fire","SAN DIEGO","Alert 2 - Brown/Mont","1","7","2010"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L4)","3","7","2010"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L1)","7","7","2010"
"Fire","SAN DIEGO","Assault/Rape (L1)","262","7","2010"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L1)","13","7","2010"
"Fire","SAN DIEGO","Breathing Problems (L1)","761","7","2010"
"Fire","SAN DIEGO","Choking (L3)","11","7","2010"
"Fire","SAN DIEGO","Drowning/Diving Accident (L1)","8","7","2010"
"Fire","SAN DIEGO","Electrical Short","21","7","2010"
"Fire","SAN DIEGO","Electrocution (L1)","1","7","2010"
"Fire","SAN DIEGO","Elevator Rescue","40","7","2010"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L1)","690","7","2010"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L3)","105","7","2010"
"Fire","SAN DIEGO","Fuel Spill","27","7","2010"
"Fire","SAN DIEGO","Headache (L4)","7","7","2010"
"Fire","SAN DIEGO","Heart Problems (L1)","152","7","2010"
"Fire","SAN DIEGO","Heart Problems (L2)","1","7","2010"
"Fire","SAN DIEGO","Heart Problems (L3)","11","7","2010"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L3)","28","7","2010"
"Fire","SAN DIEGO","Illegal Burn","47","7","2010"
"Fire","SAN DIEGO","Medical Alert Alarm","55","7","2010"
"Fire","SAN DIEGO","Miscellaneous Rescue","9","7","2010"
"Fire","SAN DIEGO","Odor of Smoke","8","7","2010"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L1)","62","7","2010"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L3)","6","7","2010"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L4)","84","7","2010"
"Fire","SAN DIEGO","Rubbish Fire","62","7","2010"
"Fire","SAN DIEGO","Smoke Check","52","7","2010"
"Fire","SAN DIEGO","Special Response Team","5","7","2010"
"Fire","SAN DIEGO","Stabbing/Gunshot (L3)","2","7","2010"
"Fire","SAN DIEGO","Still alarm","42","7","2010"
"Fire","SAN DIEGO","Strike Team Type 1","2","7","2010"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L3)","97","7","2010"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L1)","929","7","2010"
"Fire","SAN DIEGO","Vegetation Special Resp Area","7","7","2010"
"Fire","SAN DIEGO","Water Flow Alarm","1","7","2010"
"Fire","SAN DIEGO","Wires down","4","7","2010"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L1)","92","7","2010"
"Fire","SAN DIEGO","AID - BLS","1","7","2010"
"Fire","SAN DIEGO","AID - COPTR","1","7","2010"
"Fire","SAN DIEGO","Alert 2 Lindbergh","2","7","2010"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L3)","15","7","2010"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L3)","5","7","2010"
"Fire","SAN DIEGO","Assault/Rape (L3)","14","7","2010"
"Fire","SAN DIEGO","Assault/Rape (L4)","4","7","2010"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L3)","14","7","2010"
"Fire","SAN DIEGO","Burns / Explosion (L1)","6","7","2010"
"Fire","SAN DIEGO","Burns / Explosion (L2)","1","7","2010"
"Fire","SAN DIEGO","Burns / Explosion (L3)","1","7","2010"
"Fire","SAN DIEGO","Burns / Explosion (L4)","2","7","2010"
"Fire","SAN DIEGO","Chest Pain (L1)","626","7","2010"
"Fire","SAN DIEGO","Chest Pain (L4)","1","7","2010"
"Fire","SAN DIEGO","Convulsions / Seizures (L1)","391","7","2010"
"Fire","SAN DIEGO","EDT/XRAY","27","7","2010"
"Fire","SAN DIEGO","Extinguished Fire","15","7","2010"
"Fire","SAN DIEGO","Eye Problems / Injuries (L4)","2","7","2010"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L4)","93","7","2010"
"Fire","SAN DIEGO","Headache (L3)","7","7","2010"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L4)","1","7","2010"
"Fire","SAN DIEGO","Knocked Off Hydrant","5","7","2010"
"Fire","SAN DIEGO","Noxious Odor","19","7","2010"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L1)","171","7","2010"
"Fire","SAN DIEGO","Odor of Chemical","3","7","2010"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L1)","52","7","2010"
"Fire","SAN DIEGO","Ringing Alarm","360","7","2010"
"Fire","SAN DIEGO","Special Service","19","7","2010"
"Fire","SAN DIEGO","Strike Team Type 3","1","7","2010"
"Fire","SAN DIEGO","Structure Highrise/Hospital","14","7","2010"
"Fire","SAN DIEGO","Structure Residential","39","7","2010"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L2)","2","7","2010"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L3)","30","7","2010"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L3)","2","7","2010"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L4)","4","7","2010"
"Fire","SAN DIEGO","Vegetation No Special Response","32","7","2010"
"Fire","SAN DIEGO","Vehicle Fire","57","7","2010"
"Fire","SAN DIEGO","Water Removal/Flooding","13","7","2010"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L3)","197","7","2010"
"Fire","SAN DIEGO","Assist PD","8","7","2010"
"Fire","SAN DIEGO","Assist PD - Ladder Bldg","5","7","2010"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L4)","51","7","2010"
"Fire","SAN DIEGO","Cardiac / Respiratory Arrest","144","7","2010"
"Fire","SAN DIEGO","Chest Pain (L3)","17","7","2010"
"Fire","SAN DIEGO","Diabetic Problems (L1)","180","7","2010"
"Fire","SAN DIEGO","Diabetic Problems (L3)","41","7","2010"
"Fire","SAN DIEGO","Eye Problems / Injuries (L3)","4","7","2010"
"Fire","SAN DIEGO","Fence","5","7","2010"
"Fire","SAN DIEGO","HazMat","1","7","2010"
"Fire","SAN DIEGO","HazMat Single  Engine","38","7","2010"
"Fire","SAN DIEGO","Headache (L1)","53","7","2010"
"Fire","SAN DIEGO","Heat / Cold Exposure (L3)","2","7","2010"
"Fire","SAN DIEGO","Lock in/out","48","7","2010"
"Fire","SAN DIEGO","Natural Gas Leak/Odor","25","7","2010"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L3)","2","7","2010"
"Fire","SAN DIEGO","Pole Fire","2","7","2010"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L4)","2","7","2010"
"Fire","SAN DIEGO","Ringing Alarm Highrise","162","7","2010"
"Fire","SAN DIEGO","Shed/Outbuilding","3","7","2010"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L1)","566","7","2010"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L2)","1","7","2010"
"Fire","SAN DIEGO","Structure Fire - Comm / Apt","49","7","2010"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L1)","256","7","2010"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L4)","23","7","2010"
"Fire","SAN DIEGO","Tree","6","7","2010"
"Fire","SAN DIEGO","Unattended Food lock out/in","1","7","2010"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L1)","228","7","2010"
"Fire","SAN DIEGO","Vehicle vs Structure","13","7","2010"
"Fire","SAN DIEGO","4th of July","24","7","2010"
"Fire","SAN DIEGO","AID - MEDIC","4","7","2010"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L1)","89","7","2010"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L4)","1","7","2010"
"Fire","SAN DIEGO","C O / Inhalation/ Haz Mat (L1)","1","7","2010"
"Fire","SAN DIEGO","C O / Inhalation/ Haz Mat (L3)","1","7","2010"
"Fire","SAN DIEGO","Carbon Monoxide Alarm","13","7","2010"
"Fire","SAN DIEGO","Choking (L1)","32","7","2010"
"Fire","SAN DIEGO","Convulsions / Seizures (L2)","3","7","2010"
"Fire","SAN DIEGO","Convulsions / Seizures (L3)","1","7","2010"
"Fire","SAN DIEGO","CSA Medical Aid","4","7","2010"
"Fire","SAN DIEGO","Diabetic Problems (L2)","1","7","2010"
"Fire","SAN DIEGO","Eye Problems / Injuries (L1)","2","7","2010"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L2)","4","7","2010"
"Fire","SAN DIEGO","HazMat 1st Alarm","1","7","2010"
"Fire","SAN DIEGO","Heat / Cold Exposure (L1)","7","7","2010"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L1)","280","7","2010"
"Fire","SAN DIEGO","Medical Aid","96","7","2010"
"Fire","SAN DIEGO","Natural Gas Leak Lg Diam/Fire","6","7","2010"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L4)","6","7","2010"
"Fire","SAN DIEGO","Oven Fire","12","7","2010"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L3)","8","7","2010"
"Fire","SAN DIEGO","Psych / Suicide Attempt (PD)","7","7","2010"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L3)","138","7","2010"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L4)","368","7","2010"
"Fire","SAN DIEGO","SNAKE REMOVAL","1","7","2010"
"Fire","SAN DIEGO","Stabbing/Gunshot (L1)","38","7","2010"
"Fire","SAN DIEGO","Stroke (Cva) (L1)","229","7","2010"
"Fire","SAN DIEGO","Traffic Accident (L1)","618","7","2010"
"Fire","SAN DIEGO","Transformer","4","7","2010"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L2)","1","7","2010"
"Fire","SAN DIEGO","Vehicle Fire 1st Alarm","1","7","2010"
"Fire","SAN DIEGO","Vehicle Fire Freeway","49","7","2010"
"Fire","SAN DIEGO","Vehicle Rescue","35","7","2010"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L3)","232","8","2010"
"Fire","SAN DIEGO","AID - TRUCK","1","8","2010"
"Fire","SAN DIEGO","Aircraft Emergency Landing","1","8","2010"
"Fire","SAN DIEGO","Alert 2 - Brown/Mont","2","8","2010"
"Fire","SAN DIEGO","Alert 2 Lindbergh","1","8","2010"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L4)","2","8","2010"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L3)","2","8","2010"
"Fire","SAN DIEGO","Assault/Rape (L3)","15","8","2010"
"Fire","SAN DIEGO","Assist PD","7","8","2010"
"Fire","SAN DIEGO","Cardiac/Respiratory Arrest (E)","85","8","2010"
"Fire","SAN DIEGO","Chest Pain (L4)","1","8","2010"
"Fire","SAN DIEGO","Choking (L1) (E)","1","8","2010"
"Fire","SAN DIEGO","Convulsions / Seizures (L1)","369","8","2010"
"Fire","SAN DIEGO","CV Medical Aid","2","8","2010"
"Fire","SAN DIEGO","Diabetic Problems (L3)","28","8","2010"
"Fire","SAN DIEGO","Electrical Short","16","8","2010"
"Fire","SAN DIEGO","Eye Problems / Injuries (L3)","14","8","2010"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L1)","664","8","2010"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L4)","96","8","2010"
"Fire","SAN DIEGO","Headache (L1)","56","8","2010"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L3)","36","8","2010"
"Fire","SAN DIEGO","Illegal Burn","43","8","2010"
"Fire","SAN DIEGO","Knocked Off Hydrant","2","8","2010"
"Fire","SAN DIEGO","Lock in/out","50","8","2010"
"Fire","SAN DIEGO","Medical Alert Alarm","49","8","2010"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L3)","9","8","2010"
"Fire","SAN DIEGO","Odor of Chemical","4","8","2010"
"Fire","SAN DIEGO","Rancho Medical Aid","1","8","2010"
"Fire","SAN DIEGO","Shed/Outbuilding","2","8","2010"
"Fire","SAN DIEGO","Structure Fire - Comm / Apt","53","8","2010"
"Fire","SAN DIEGO","Tree","3","8","2010"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L1)","190","8","2010"
"Fire","SAN DIEGO","Vegetation Special Resp Area","14","8","2010"
"Fire","SAN DIEGO","Vehicle vs Structure","13","8","2010"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L4)","2","8","2010"
"Fire","SAN DIEGO","Assault/Rape (L1)","268","8","2010"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L3)","14","8","2010"
"Fire","SAN DIEGO","Breathing Problems (L1)","729","8","2010"
"Fire","SAN DIEGO","Burns / Explosion (L3)","1","8","2010"
"Fire","SAN DIEGO","C O / Inhalation/ Haz Mat (L1)","2","8","2010"
"Fire","SAN DIEGO","Chest Pain (L1)","657","8","2010"
"Fire","SAN DIEGO","Choking (L3)","15","8","2010"
"Fire","SAN DIEGO","Drowning/Diving Accident (L1)","11","8","2010"
"Fire","SAN DIEGO","Eye Problems / Injuries (L4)","3","8","2010"
"Fire","SAN DIEGO","Headache (L4)","9","8","2010"
"Fire","SAN DIEGO","Heart Problems (L3)","3","8","2010"
"Fire","SAN DIEGO","Natural Gas Leak Lg Diam/Fire","11","8","2010"
"Fire","SAN DIEGO","Odor of Smoke","27","8","2010"
"Fire","SAN DIEGO","POISON CONTROL","4","8","2010"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L1)","68","8","2010"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L1)","67","8","2010"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L3)","8","8","2010"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L4)","62","8","2010"
"Fire","SAN DIEGO","Rancho Fire Aid","2","8","2010"
"Fire","SAN DIEGO","Rubbish Fire","74","8","2010"
"Fire","SAN DIEGO","Special Service","26","8","2010"
"Fire","SAN DIEGO","Stabbing/Gunshot (L1)","29","8","2010"
